expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
大胆,だいたん,"bold, daring, audacious",JLPT_1 JLPT,NiV/^uCv:g,"กล้าหาญ ท้าทาย เด็ดเดี่ยว, กล้าหาญ, ห้าวหาญ, ใจกล้า",彼は大胆な計画を立てた。,เขาได้วางแผนที่กล้าหาญ
対等,たいとう,equivalent,JLPT_1 JLPT,e2@L)L#}Hy,"เทียบเท่า, เท่าเทียม, เสมอภาค, เสมอกัน",二国は対等な関係です。,ทั้งสองประเทศมีความสัมพันธ์ที่เท่าเทียมกัน
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT_1 JLPT,O<W!7i{%=i,"ยุ่งเหยิง เสียหาย กลายเป็นไม่มีอะไรเลย, เละเทะ, พังพินาศ, เสียหายทั้งหมด",計画が台無しになった。,แผนการณ์พังพินาศไปแล้ว
滞納,たいのう,"non-payment, default",JLPT_1 JLPT,"EVFf,lL5*1","การไม่ชำระเงิน, การผิดนัดชำระ, ค้างชำระ, ไม่จ่าย",税金を滞納した。,ฉันค้างชำระภาษี
対比,たいひ,"contrast, comparison",JLPT_1 JLPT,QS^fJ(5L6U,"ความแตกต่าง, การเทียบเคียง, การเปรียบเทียบ",二つの絵を対比する。,เปรียบเทียบภาพวาดทั้งสอง
タイピスト,タイピスト,typist,JLPT_1 JLPT,rgU6t{db}6,"พนักงานพิมพ์ดีด, พิมพ์ดีด, เสมียนพิมพ์ดีด, ผู้พิมพ์",彼女はタイピストです。,เธอเป็นพนักงานพิมพ์ดีด
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT_1 JLPT,M:e6p(bi4/,"ส่วนใหญ่ (เช่น ส่วนใหญ่ มากกว่า ค่อนข้าง มาก มากพอสมควร), ส่วนใหญ่, ส่วนมาก, จำนวนมาก",大部の資料を読んだ。,ฉันได้อ่านเอกสารจำนวนมาก
大便,だいべん,feces,JLPT_1 JLPT,bxG(1E~XYm,"อุจจาระ, อึ, ขี้",お腹が痛くて大便が出ない。,ปวดท้องและถ่ายไม่ออก
代弁,だいべん,speak for another,JLPT_1 JLPT,MRN2]i=t=d,"พูดแทนคนอื่น, พูดแทน, เป็นตัวแทน, เป็นปากเสียง",友人の代わりに代弁する。,พูดแทนเพื่อน
待望,たいぼう,"long-expected, waiting",JLPT_1 JLPT,qE#$km{TWt,"รอคอยมานาน, ที่เฝ้ารอ, รอคอย, ตั้งหน้าตั้งตาคอย",待望の新刊が出た。,ได้ออกหนังสือเล่มใหม่ที่รอคอยมานาน
台本,だいほん,"libretto, scenario",JLPT_1 JLPT,RgJye)6k}y,"บทละคร, บทภาพยนตร์, บท",台本を覚える。,ท่องบทละคร
タイマー,タイマー,timer,JLPT_1 JLPT,Jpmdj[Dy-8,"ตัวจับเวลา, นาฬิกาจับเวลา, เครื่องจับเวลา, อุปกรณ์จับเวลา",タイマーをセットする。,ตั้งเวลา
怠慢,たいまん,"negligence, carelessness",JLPT_1 JLPT,o+E(5HE.HE,"ความประมาทเลินเล่อ ความไม่ระมัดระวัง, ความประมาท, สะเพร่า, ไม่เอาใจใส่",仕事に怠慢する。,ทำงานอย่างประมาท
タイミング,タイミング,timing,JLPT_1 JLPT,xPwaZgIXR*,"จังหวะเวลา, การจับเวลา, จังหวะ, เวลาที่เหมาะสม",タイミングよく現れた。,ปรากฏตัวได้ถูกจังหวะ
タイム,タイム,time,JLPT_1 JLPT,jbo*<.eMG[,"เวลา, กำหนดเวลา, ช่วงเวลา",時間はあっという間です。,เวลาผ่านไปเร็วมาก
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT_1 JLPT,yP9[juCnL[,"ทันเวลา, ทำแต้มได้ (เบสบอล), RBI, ได้เวลา",タイムリーな判断ができた。,สามารถตัดสินใจได้ทันเวลา
対面,たいめん,"interview, meeting",JLPT_1 JLPT,i`k./6SP4;,"การสัมภาษณ์ การประชุม, การพบปะ, การเจอหน้า, การเข้าพบ",先生と対面した。,ฉันได้พบกับอาจารย์
代用,だいよう,substitution,JLPT_1 JLPT,mu!!VPGcN/,"การทดแทน, การใช้แทน, ของแทน, ตัวแทน",砂糖の代用にハチミツを使った。,ฉันใช้น้ำผึ้งแทนน้ำตาล
体力,たいりょく,physical strength,JLPT_1 JLPT,k5)wZQr4>y,"ความแข็งแรงทางกายภาพ, พละกำลัง, ความแข็งแกร่งทางกาย, แรงกาย",体力をつける。,เสริมสร้างพละกำลัง
タイル,タイル,tile,JLPT_1 JLPT,ATn!+%/EU;,"กระเบื้อง, แผ่นกระเบื้อง, วัสดุกระเบื้อง",床にタイルを貼った。,ฉันปูกระเบื้องบนพื้น
対話,たいわ,"conversation, dialogue",JLPT_1 JLPT,dArvNg;d~A,"การสนทนา การพูดคุย, สนทนา, การเจรจา, การพูดคุย",国民との対話を深める。,กระชับการสนทนากับประชาชน
耐える,たえる,"to endure, to put up with",JLPT_1 JLPT,fX{nWJ2pLZ,"อดทน, ทนรับ, ทนทาน",痛みに耐える。,อดทนต่อความเจ็บปวด
堪える,たえる,"to endure, to put up with",JLPT_1 JLPT,Lk-i;aQnR+,"อดทน, ทนรับ, ทนทาน",寒さに堪える。,ทนต่อความหนาว
絶える,たえる,"to die out, to become extinct",JLPT_1 JLPT,rTE!2k^D@,"สูญพันธุ์, หมดไป, สิ้นสุด, จบลง",絶滅した動物。,สัตว์ที่สูญพันธุ์ไปแล้ว
断える,たえる,"to cease, to become extinct",JLPT_1 JLPT,Qs%N8rxgY7,"สิ้นสุดลง สูญพันธุ์, สิ้นสุด, หมดไป, จบสิ้น",連絡が絶えた。,ขาดการติดต่อ
打開,だかい,"solution, breakthrough",JLPT_1 JLPT,mQ|SYI%fP],"วิธีแก้ปัญหา ความก้าวหน้า, การแก้ไข, ฝ่าฟัน, แก้สถานการณ์",事態を打開する。,แก้ไขสถานการณ์
焚火,たきび,(open) fire,JLPT_1 JLPT,LcA{{ZbodA,"(ไฟ), กองไฟ, ไฟที่ก่อขึ้น, กองไฟกลางแจ้ง",夜に焚火をした。,ฉันก่อกองไฟในตอนกลางคืน
妥協,だきょう,"compromise, giving in",JLPT_1 JLPT,"s%Avc+h,O*","การประนีประนอม การยอม, การประนีประนอม, ยอมความ, ยอมรับ",妥協点を見つける。,หาจุดประนีประนอม
たくましい,たくましい,"burly, strong, sturdy",JLPT_1 JLPT,"P8,W5KAJY/","กำยำ แข็งแรง ทนทาน, แข็งแรง, กำยำ, แข็งแกร่ง",たくましい体をしている。,เขามีร่างกายที่แข็งแรง
巧み,たくみ,"skill, cleverness",JLPT_1 JLPT,i]Z*A6(YX(,"ทักษะ ความฉลาด, ความชำนาญ, เก่งกาจ, เชี่ยวชาญ",巧みな話術。,ทักษะการพูดที่เก่งกาจ
丈,たけ,"length, height",JLPT_1 JLPT,enuUDdn`y|,"ความยาว ความสูง, ความยาว, ส่วนสูง, ความสูง",彼の丈は私と同じくらいです。,ความสูงของเขาประมาณเท่ากับฉัน
打撃,だげき,"blow, damage; batting (baseball)",JLPT_1 JLPT,"t;}gxU%<,g","การกระแทก, ความเสียหาย; การตี (เบสบอล), การโจมตี, ความเสียหาย",経済に大きな打撃があった。,เศรษฐกิจได้รับผลกระทบอย่างหนัก
妥結,だけつ,agreement,JLPT_1 JLPT,l2ZF^5r/@.,"ข้อตกลง, สรุปข้อตกลง, บรรลุข้อตกลง",両者は妥結した。,ทั้งสองฝ่ายบรรลุข้อตกลง
