expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
どれ,どれ,which one,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,icGG-;4x}M,"อันไหน, ชิ้นไหน, สิ่งใด, รายการใด",どれにしますか。,จะเอาอันไหน
どんな,どんな,"what, what kind of",JLPT JLPT_3 JLPT_5 JLPT_N5,PZ~[>!hd8m,"อะไรนะ แบบไหนกัน, อย่างไร, แบบใด, ชนิดไหน",どんな人が好きですか。,ชอบคนแบบไหน
ない,ない,"there isn't, doesn't have",JLPT JLPT_5 JLPT_N5,I08@<2+DPk,"ไม่มี ไม่มี, ไม่มีอยู่, ไม่ได้มี, ขาดแคลน",お金がありません。,ไม่มีเงิน
ナイフ,ナイフ,knife,JLPT JLPT_5 JLPT_N5,domhg)5M&Q,"มีด, มีดพก, มีดทำครัว, มีดคม",ナイフで切ります。,หั่นด้วยมีด
中,なか,"inside, middle, among",JLPT JLPT_3 JLPT_5 JLPT_N5,rVjcK=lE15,"ภายใน, ตรงกลาง, ท่ามกลาง, ข้างใน",箱の中にあります。,อยู่ในกล่อง
長い,ながい,"long, lengthy",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_2 JLPT_5 JLPT_N5,EHO`14{d-(,"ยาว ยาวนาน, ยืด, ตลอด, นาน",長い髪ですね。,ผมยาวนะ
鳴く,なく,to make sound (animal),JLPT JLPT_5 JLPT_N5,"ivpv*G,Zm%","ส่งเสียง (สัตว์), ร้อง, ขัน, เห่า",犬が鳴いています。,สุนัขกำลังเห่า
無くす,なくす,to lose something,JLPT JLPT_3 JLPT_5 JLPT_N5,dteDI+R~`W,"สูญเสียบางสิ่งไป, ทำหาย, หายไป, เสีย",鍵を無くしました。,ทำกุญแจหาย
なぜ,なぜ,why (same as どうして),Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,Cvs*YiG5BD,"ทำไม (เหมือนกับ どうして), เพราะอะไร, เหตุใด, ด้วยเหตุใด",なぜ遅れたのですか。,ทำไมถึงมาสาย
夏,なつ,summer,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"P,[b8Eh|6R","ฤดูร้อน, หน้าร้อน, คิมหันต์, คิมหันตฤดู",夏は暑いです。,ฤดูร้อนอากาศร้อน
夏休み,なつやすみ,summer vacation,JLPT JLPT_5 JLPT_N5,D=cA)b0@~(,"วันหยุดฤดูร้อน, ปิดเทอมหน้าร้อน, พักร้อน, วันพักผ่อนหน้าร้อน",夏休みはいつですか。,ปิดเทอมฤดูร้อนเมื่อไหร่
～など,～など,et cetera,JLPT JLPT_3 JLPT_5 JLPT_N5,"e(]O3py,;2","เป็นต้น, และอื่นๆ, เป็นอาทิ, เป็นต้นว่า",りんごやみかんなどがあります。,มีแอปเปิ้ล ส้ม และอื่นๆ
七つ,ななつ,seven things,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,G25u:w`9Xu,"เจ็ดสิ่ง, เจ็ดชิ้น, เจ็ดอัน, เจ็ดอย่าง",七つください。,ขอเจ็ดอันครับ/ค่ะ
何,なん; なに,what,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,g<hW@mElnM,"อะไร, สิ่งใด, สิ่งไหน, ประการใด",それは何ですか。,นั่นคืออะไร
七日,なのか,seven days; seventh day (of the month),Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,I|+G2AT>J],"เจ็ดวัน; วันที่เจ็ด (ของเดือน), วันที่ 7, ตลอดเจ็ดวัน, ครบเจ็ดวัน",七日に来てください。,กรุณามาในวันที่เจ็ด
名前,なまえ,name,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,e6o_CEx8)b,"ชื่อ, นาม, นามสกุล, ชื่อเรียก",名前を教えてください。,กรุณาบอกชื่อ
習う,ならう,to learn,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iV+xor)WZT,"เพื่อเรียนรู้, ศึกษา, ฝึกฝน, ทำความเข้าใจ",日本語を習います。,เรียนภาษาญี่ปุ่น
並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,nIHPO#>_}+,"เข้าแถว, ยืนเข้าแถว (กริยาไม่ต้องการกรรม), ต่อแถว, ยืนเรียง",人が並んでいます。,ผู้คนกำลังต่อแถว
並べる,ならべる,to put (things) side by side; to line up,Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,n!B94UfoT6,"วาง (สิ่งของ) เคียงข้างกัน; จัดเรียงให้ตรงกัน, จัดวาง, เรียง, วางเรียง",本を並べます。,จัดเรียงหนังสือ
なる,なる,to become,Genki Genki_Ln.10 JLPT JLPT_3 JLPT_5 JLPT_N5,ukKTUxR2lk,"เพื่อที่จะกลายเป็น, เป็น, บังเกิด, เปลี่ยนเป็น",医者になります。,จะเป็นหมอ
何～,なん～,what sort of ~,JLPT JLPT_5 JLPT_N5,C!@pB0L*^>,"แบบไหนกันนะ ~, ชนิดไหน, อย่างไร, แบบใด",どんな味ですか。,รสชาติเป็นอย่างไร
二,に,two,JLPT JLPT_5 JLPT_N5,uzD!:&B)8|,"สอง, คู่, ทั้งคู่, เลขสอง",二つください。,ขอสองอันครับ/ค่ะ
にぎやか,にぎやか,"bustling, busy",JLPT JLPT_5 JLPT_N5,cIb<bg#^)L,"คึกคัก วุ่นวาย, มีชีวิตชีวา, อึกทึก, พลุกพล่าน",町はにぎやかです。,เมืองคึกคัก
肉,にく,meat,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go(gh2eIxK,"เนื้อ, เนื้อสัตว์, ชิ้นเนื้อ, เนื้อสด",肉が好きです。,ชอบเนื้อ
西,にし,west,JLPT JLPT_5 JLPT_N5,D!YA^58RBg,"ตะวันตก, ทิศตะวันตก, ทิศประจิม, ฝั่งตะวันตก",西口はどちらですか。,ทางออกตะวันตกอยู่ทางไหน
～日,～にち,"~ day of the month, for ~ days",JLPT JLPT_5 JLPT_N5,DbJ@Azg05L,"~ วันของเดือน เป็นเวลา ~ วัน, ~ วัน, ~ วันที่, ~ วันในเดือน",二十日（はつか）に会います。,จะพบกันในวันที่ 20
日曜日,にちようび,Sunday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,XSi31p{-G,"วันอาทิตย์, อาทิตย์, วันหยุดสุดสัปดาห์, วันแรกของสัปดาห์",日曜日は何も勉強しません。,วันอาทิตย์ไม่ได้เรียนอะไรเลย
荷物,にもつ,luggage; baggage,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,MH72iI!<]q,"สัมภาระ; กระเป๋าเดินทาง, ของเดินทาง, สัมภาระเดินทาง, หีบห่อ",荷物が多いです。,มีสัมภาระเยอะ
ニュース,ニュース,news,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,"iHtE.]1*,&","ข่าว, ข่าวสาร, รายงานข่าว, เรื่องราว",ニュースを見ます。,ดูข่าว
庭,にわ,garden,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,f&>q3YTU?H,"สวน, สวนหย่อม, ลานบ้าน, อุทยาน",庭で遊びます。,เล่นในสวน
～人,～にん,counter for people,JLPT JLPT_5 JLPT_N5,FNnJ8yNPin,"เคาน์เตอร์สำหรับคน, ~ คน, ~ ท่าน, ~ บุคคล",三人に聞きました。,ถามสามคน
脱ぐ,ぬぐ,to take off (clothes),Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,cM_g)oAQIs,"ถอด (เสื้อผ้า) ออก, เปลื้องผ้า, ปลดออก, ถอดเสื้อ",服を脱ぎます。,ถอดเสื้อผ้า
温い,ぬるい,lukewarm,JLPT JLPT_3 JLPT_5 JLPT_N5,"gfQAF/k(q,","อุ่น, ค่อนข้างอุ่น, ไม่ร้อนไม่เย็น, น้ำอุ่น",お湯がぬるいです。,น้ำร้อนอุ่นๆ
ネクタイ,ネクタイ,"tie, necktie",Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,AQO{m&veen,"เนคไท, ผ้าผูกคอ, สายผูกคอ, ไท",ネクタイをしています。,ใส่เนคไทอยู่
猫,ねこ,cat,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,x^.ijbc4Mz,"แมว, น้องแมว, วิฬาร์, สัตว์เลี้ยง (แมว)",猫がいます。,มีแมว
寝る,ねる,to sleep; to go to sleep; to go to bed,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,PAI>}YTMT!,"นอนหลับ; เข้านอน; เข้านอน, พักผ่อน, หลับตา, หลับ",夜、寝ます。,กลางคืนนอน
～年,～ねん,~ years,JLPT JLPT_5 JLPT_N5,"gYAXz}z6O,","~ ปี, ~ พรรษา, ~ ขวบ, ~ ปีที่แล้ว",今年、二十歳です。,ปีนี้อายุ 20 ปี
ノート,ノート,notebook,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go~p$PSFcm,"สมุดบันทึก, สมุด, สมุดฉีก, บันทึก",ノートに書きます。,เขียนลงในสมุดบันทึก
登る,のぼる,to climb,JLPT JLPT_3 JLPT_5 JLPT_N5,unM=ha?S3d,"ปีนป่าย, ไต่, ตะกาย, ขึ้น",山に登ります。,ปีนภูเขา
飲み物,のみもの,"drink, beverage",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,"k?X,84{EZ8","เครื่องดื่ม, น้ำดื่ม, ของเหลว, น้ำ",飲み物は何がいいですか。,เครื่องดื่มอะไรดีครับ/ค่ะ
飲む,のむ,to drink,JLPT JLPT_5 JLPT_N5,C;cf;f4#r6,"ดื่ม, รับประทาน (น้ำ), จิบ, ซด",水を飲みます。,ดื่มน้ำ
乗る,のる,"to get on, to ride in, to board",JLPT JLPT_3 JLPT_5 JLPT_N5,J~ykS_Bo0m,"ขึ้นไป, โดยสาร, ขึ้นรถ, นั่ง",バスに乗ります。,ขึ้นรถบัส
歯,は,tooth,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,J1;2F+tdr`,"ฟัน, ซี่ฟัน, ทันตะ, ฟันซี่",歯が痛いです。,ปวดฟัน
パーティー,パーティー,a party,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O}o_r|!syk,"งานปาร์ตี้, งานเลี้ยง, งานฉลอง, งานสังสรรค์",パーティーに行きます。,ไปงานปาร์ตี้
はい,はい,yes,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,Q.;:Q&Nmh},"ใช่, ครับ, ค่ะ, ได้",はい、そうです。,ใช่ ครับ/ค่ะ
～杯,～はい,counter for cupfuls,JLPT JLPT_5 JLPT_N5,JTOz#Az0jW,"ตัวนับถ้วย, ~ ถ้วย, ~ แก้ว, ~ ปริมาณถ้วย",ビールを一杯ください。,ขอเบียร์หนึ่งแก้วครับ/ค่ะ
灰皿,はいざら,ashtray,JLPT JLPT_5 JLPT_N5,mAdBNp<Jp$,"ที่เขี่ยบุหรี่, ภาชนะเขี่ยบุหรี่, จานเขี่ยบุหรี่, ถาดเขี่ยบุหรี่",灰皿はどこですか。,ที่เขี่ยบุหรี่อยู่ไหน
入る,はいる,"to enter, to contain, to hold",JLPT JLPT_5 JLPT_N5,zZFQIc).TB,"เข้าไป, บรรจุ, เก็บไว้, เข้าไปข้างใน",部屋に入ります。,เข้าห้อง
葉書,はがき,postcard,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,jer83m7P=.,"โปสการ์ด, ไปรษณียบัตร, การ์ด, บัตรอวยพร",葉書を送ります。,ส่งโปสการ์ด
はく,はく,to put on (items below your waist),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,oRjJ`o{id),"สวมใส่ (สิ่งของที่อยู่ต่ำกว่าเอว), ใส่, นุ่ง, สวม (กางเกง)",ズボンをはきます。,สวมกางเกง
箱,はこ,box,JLPT JLPT_5 JLPT_N5,D@BX&%Fydt,"กล่อง, หีบ, ลัง, ตู้ (เล็ก)",箱があります。,มีกล่อง
橋,はし,bridge,JLPT JLPT_3 JLPT_5 JLPT_N5,gMcz>SvPjQ,"สะพาน, ทอดสะพาน, ทางเชื่อม, สะพานข้าม",橋を渡ります。,ข้ามสะพาน
箸,はし,chopsticks,Genki Genki_Ln.8 JLPT JLPT_3 JLPT_5 JLPT_N5,vlWz[4OAnE,"ตะเกียบ, ตะเกียบไม้, ไม้กิน, ตะเกียบจีน",箸で食べます。,กินด้วยตะเกียบ
始まる,はじまる,(something) begins,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,g7#i$_:K%6,"(บางสิ่ง) เริ่มต้น, เริ่มต้นขึ้น, เริ่มต้นแล้ว, เริ่มต้นใหม่",授業が始まります。,ชั้นเรียนเริ่มแล้ว
初め; 始め,はじめ,"beginning, start",JLPT JLPT_3 JLPT_5 JLPT_N5,Po{k$4o=i},"จุดเริ่มต้น, เริ่มต้น, ตอนแรก, ขั้นแรก",初めまして。,ยินดีที่ได้รู้จัก
